volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
324020,Craters of the Moon,Pyroclastic cone(s),-130,United States,Canada and Western USA,USA (Idaho),43.42,-113.5,2005,15,15,1459,93300
272010,Cuernos de Negros,Complex,Unknown,Philippines,Philippines and SE Asia,Central Philippines,9.25,123.17,1862,1458,39681,531644,2960980
352003,Cuicocha,Caldera,650,Ecuador,South America,Ecuador,0.308,-78.364,3246,178815,178815,364146,3193683
342111,Cuilapa-Barbarena,Volcanic field,Unknown,Guatemala,México and Central America,Guatemala,14.33,-90.4,1454,119602,119602,987252,6943297
351100,Cumbal,Stratovolcano,1926,Colombia,South America,Colombia,0.95,-77.87,4764,1405,10206,244853,1800919
341098,"Cumbres,  Las",Stratovolcano,-3920,Mexico,México and Central America,Mexico,19.15,-97.27,3940,113,1923,315004,6365085
221113,Dabbahu,Stratovolcano,2005,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.595,40.48,1401,204,1150,36494,540735
221114,Dabbayra,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.38,40.07,1302,804,3324,47053,1946949
252040,Dakataua,Caldera,1895,Papua New Guinea,Melanesia and Australia,New Britain,-5.094,150.094,408,1147,1147,3743,113954
221141,Dama Ali,Shield,1631,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.28,41.63,1068,24,1944,40013,353949
232010,Damavand,Stratovolcano,-5350,Iran,Middle East and Indian Ocean,Middle East (western),35.951,52.109,5670,27,2295,59171,11945981
303040,Dariganga Volcanic Field,Pyroclastic cone(s),Unknown,Mongolia,Kamchatka and Mainland Asia,Mongolia,45.754,114.279,1778,18247,18247,18247,25280
353030,Darwin,Shield,1813,Ecuador,South America,Galapagos Islands,-0.18,-91.28,1330,190,190,343,2366
261210,"Daun, Bukit",Stratovolcano(es),Unknown,Indonesia,Indonesia,Sumatra,-3.38,102.37,2467,4088,42410,425096,2318233
322100,Davis Lake,Volcanic field,-2790,United States,Canada and Western USA,USA (Oregon),43.57,-121.82,2163,1440,1440,7483,164597
253060,Dawson Strait Group,Volcanic field,1350,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.62,150.88,500,5388,5388,7721,80476
390030,Deception Island,Caldera,1970,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-63.001,-60.652,602,0,0,0,0
261230,Dempo,Stratovolcano(es),2017,Indonesia,Indonesia,Sumatra,-4.016,103.121,3142,124,9613,96058,2307584
357050,Descabezado Grande,Stratovolcano(es),1933,Chile,South America,Central Chile and Argentina,-35.58,-70.75,3953,39,142,3454,704116
322120,Devils Garden,Volcanic field,Unknown,United States,Canada and Western USA,USA (Oregon),43.512,-120.861,1698,51,51,287,162601
231120,"Dhamar, Harras of",Volcanic field,1937,Yemen,Middle East and Indian Ocean,Middle East (southern),14.57,44.67,3500,791276,791276,791276,5778965
360080,"Diables, Morne aux",Lava dome(s),Unknown,Dominica,West Indies,West Indies,15.612,-61.43,861,8048,12036,33148,479470
360090,"Diablotins, Morne",Stratovolcano,Unknown,Dominica,West Indies,West Indies,15.503,-61.397,1430,423,9775,69935,513702
322170,Diamond Craters,Volcanic field,-5610,United States,Canada and Western USA,USA (Oregon),43.1,-118.75,1435,66,66,136,6969
263200,Dieng Volcanic Complex,Complex,2018,Indonesia,Indonesia,Java,-7.2,109.879,2565,1092929,1092929,1886942,24381814
300022,Diky Greben,Lava dome(s),350,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.452,156.978,1040,0,56,544,4568
357067,Domuyo,Stratovolcano,Unknown,Argentina,South America,Central Chile and Argentina,-36.638,-70.432,4702,1,34,1425,30006
221100,Dubbi,Stratovolcano,1861,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,13.579,41.809,1625,0,0,18,14867
268010,Dukono,Complex,2020,Indonesia,Indonesia,Halmahera,1.693,127.894,1229,1575,3348,101506,393070
341022,Durango Volcanic Field,Pyroclastic cone(s),Unknown,Mexico,México and Central America,Mexico,24.15,-104.45,2075,571282,571282,571282,797133
300110,Dzenzursky,Compound,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.637,158.922,2285,0,0,110,250934
284201,East Diamante,Submarine,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.93,145.67,-127,0,0,0,76403
356011,Easter Island,Shield(s),Unknown,Chile,South America,Pacific Ocean (Chilean Islands),-27.15,-109.38,511,698,4029,4091,4091
290380,Ebeko,Stratovolcano,2020,Russia,Kuril Islands,Kuril Islands,50.686,156.014,1103,0,267,1076,3098
222080,"Eburru, Ol Doinyo",Complex,Unknown,Kenya,Africa and Red Sea,Africa (eastern),-0.65,36.22,2856,460,9365,323529,7992639
353011,Ecuador,Shield,1150,Ecuador,South America,Galapagos Islands,-0.02,-91.546,790,135,135,193,894
315040,Edgecumbe,Stratovolcano(es),-2220,United States,Alaska,Alaska (eastern),57.05,-135.75,970,0,0,6613,7074
320060,Edziza,Stratovolcano,950,Canada,Canada and Western USA,Canada,57.72,-130.63,2786,0,0,0,898
214010,Elbrus,Stratovolcano,50,Russia,Mediterranean and Western Asia,Western Asia,43.351,42.442,5642,26,195,5718,1469719
300590,Elovsky,Shield(s),-7550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.55,160.53,1381,0,0,44,2704
312020,Emmons Lake,Caldera,Unknown,United States,Alaska,Alaska Peninsula,55.341,-162.073,1436,0,0,686,1199
222051,Emuruangogolak,Shield,1910,Kenya,Africa and Red Sea,Africa (eastern),1.5,36.33,1285,80,252,4448,445177
331010,Endeavour Segment,Submarine,-3490,Canada,Hawaii and Pacific Ocean,Pacific Ocean (northern),47.95,-129.1,-2050,0,0,0,0
257060,Epi,Stratovolcano(es),2004,Vanuatu,Melanesia and Australia,Vanuatu,-16.68,168.37,833,0,170,7819,52827
213010,Erciyes Dagi,Stratovolcano,-6880,Turkey,Mediterranean and Western Asia,Turkey,38.531,35.447,3864,1715,8036,767813,1817720
390020,Erebus,Stratovolcano,2020,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-77.53,167.17,3794,0,0,0,0
221080,Erta Ale,Shield,2020,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.6,40.67,613,2685,2796,8857,235083
285011,Esan,Lava dome(s),1874,Japan,"Japan, Taiwan, Marianas",Hokkaido,41.805,141.166,618,1734,5831,33197,916560
374020,Esjufjoll,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southeastern),64.25,-16.583,1620,0,0,0,2564
344131,Esteli,Fissure vent(s),Unknown,Nicaragua,México and Central America,Nicaragua,13.17,-86.4,899,133804,133804,246244,2574633
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,78,3291,1016540,3052770
290050,Etorofu-Atosanupuri [Atosanupuri],Stratovolcano,1932,Japan - administered by Russia,Kuril Islands,Kuril Islands,44.808,147.131,1206,1,289,644,4311
290070,Etorofu-Yakeyama [Grozny Group],Complex(es),2013,Japan - administered by Russia,Kuril Islands,Kuril Islands,45.012,147.871,1158,0,39,2417,6361
372020,Eyjafjallajokull,Stratovolcano,2010,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.633,1651,0,4,786,18516
284140,Farallon de Pajaros,Stratovolcano,1967,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.546,144.893,337,0,0,0,0
382010,Fayal,Stratovolcano,1958,Portugal,Atlantic Ocean,Azores,38.6,-28.73,1043,1514,13757,24414,50663
221190,Fentale,Stratovolcano,1820,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.975,39.93,2007,1919,14201,169357,3482286
311350,Fisher,Stratovolcano,1830,United States,Alaska,Aleutian Islands,54.65,-164.43,1112,0,0,0,25
342140,Flores,Volcanic field,Unknown,Guatemala,México and Central America,Guatemala,14.308,-89.992,1600,205145,205145,397357,7489933
382001,Flores,Stratovolcano(es),-950,Portugal,Atlantic Ocean,Azores,39.462,-31.216,914,1054,4560,5825,5865
384010,Fogo,Stratovolcano,2015,Cape Verde,Atlantic Ocean,Cape Verde Islands,14.95,-24.35,2829,189,13254,37650,267298
223001,Fort Portal,Tuff cone(s),-2120,Uganda,Africa and Red Sea,Africa (central),0.7,30.25,1615,242914,242914,498815,4167189
320010,Fort Selkirk,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,62.93,-137.38,1239,6,6,6,491
233020,"Fournaise, Piton de la",Shield,2020,France,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632,55859,55859,246792,717820
373070,Fremrinamar,Stratovolcano,-1200,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.416,-16.666,970,0,0,476,19143
312010,Frosty,Stratovolcano(es),Unknown,United States,Alaska,Alaska Peninsula,55.067,-162.835,1728,0,0,67,1153
342090,Fuego,Stratovolcano(es),2020,Guatemala,México and Central America,Guatemala,14.473,-90.88,3763,1373,54332,1016339,7677809
383050,Fuerteventura,Fissure vent(s),Unknown,Spain,Atlantic Ocean,Canary Islands,28.358,-14.02,529,1432,8752,52038,226781
283030,Fujisan,Stratovolcano,1708,Japan,"Japan, Taiwan, Marianas",Honshu,35.361,138.728,3776,570,1759,906969,25022187
282091,Fukue,Shield(s),-400,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.657,128.849,315,18334,40407,61450,704523
382100,Furnas,Stratovolcano,1630,Portugal,Atlantic Ocean,Azores,37.77,-25.32,805,1333,7310,87865,153182
221150,Gabillema,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.08,41.27,1459,248,772,12626,373968
221050,Gada Ale,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.975,40.408,287,101,605,4827,618972
334070,Galapagos Rift,Submarine,1996,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (eastern),0.792,-86.15,-2430,0,0,0,0
351080,Galeras,Complex,2014,Colombia,South America,Colombia,1.22,-77.37,4276,705,120817,630777,1700248
255062,Gallego,Volcanic field,Unknown,Solomon Islands,Melanesia and Australia,Bougainville and Solomon Islands,-9.35,159.73,1000,10017,10017,81587,169626
263140,Galunggung,Stratovolcano,1984,Indonesia,Indonesia,Java,-7.25,108.058,2168,4781,66495,2382939,23897342
268060,Gamalama,Stratovolcano(es),2018,Indonesia,Indonesia,Halmahera,0.8,127.33,1715,103429,204820,308691,536972
300210,Gamchen,Complex,-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.974,160.703,2539,0,0,382,3829
268040,Gamkonora,Stratovolcano,2007,Indonesia,Indonesia,Halmahera,1.38,127.53,1635,3354,12744,61376,627128
320200,Garibaldi,Stratovolcano,-8060,Canada,Canada and Western USA,Canada,49.85,-123,2678,0,22,16058,2264818
320190,Garibaldi Lake,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,49.933,-123,2316,6635,6635,28109,2218089
252030,Garove,Stratovolcano,Unknown,Papua New Guinea,Melanesia and Australia,New Britain,-4.687,149.511,368,4259,5887,6388,18704
252060,Garua Harbour,Volcanic field,Unknown,Papua New Guinea,Melanesia and Australia,New Britain,-5.3,150.07,565,12090,12090,44354,123676
257020,Gaua,Stratovolcano,2011,Vanuatu,Melanesia and Australia,Vanuatu,-14.27,167.5,797,166,1200,2848,8834
221230,Gedamsa,Caldera,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.357,39.188,1873,216008,216008,744211,8000105
263060,Gede-Pangrango,Stratovolcano(es),1957,Indonesia,Indonesia,Java,-6.77,106.965,3008,2500,154390,2315469,40640105
353081,Genovesa,Shield,Unknown,Ecuador,South America,Galapagos Islands,0.32,-89.958,64,197,197,197,2665
214070,Ghegham Volcanic Ridge,Volcanic field,-1900,Armenia,Mediterranean and Western Asia,Western Asia,40.283,45,3597,1265153,1265153,1265153,3151168
321020,Glacier Peak,Stratovolcano,1700,United States,Canada and Western USA,USA (Washington),48.112,-121.113,3213,0,0,23,1340896
341097,"Gloria, La",Volcanic field,Unknown,Mexico,México and Central America,Mexico,19.33,-97.25,3500,108512,108512,290739,5697562
323170,Golden Trout Creek,Volcanic field,-5550,United States,Canada and Western USA,USA (California),36.358,-118.32,2886,3,3,273,461496
253041,Goodenough,Volcanic field,Unknown,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.48,150.35,220,7639,7639,17932,127955
300070,Gorely,Caldera,2010,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.559,158.03,1799,0,0,19,250293
382040,Graciosa,Stratovolcano,-1950,Portugal,Atlantic Ocean,Azores,39.02,-27.97,402,2500,5941,6153,96656
383040,Gran Canaria,Fissure vent(s),40,Spain,Atlantic Ocean,Canary Islands,28,-15.58,1950,1101,8049,697199,1119998
344101,Granada,Fissure vent(s),Unknown,Nicaragua,México and Central America,Nicaragua,11.92,-85.98,300,105952,137880,678798,2722372
371060,Grimsnes,Crater rows,-3500,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.05,-20.883,200,6253,6253,11236,197798
373010,Grimsvotn,Caldera,2011,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.416,-17.316,1719,0,0,0,1736
352020,Guagua Pichincha,Stratovolcano,2002,Ecuador,South America,Ecuador,-0.171,-78.598,4784,449,32488,2064475,3581801
355093,Guayaques,Lava dome(s),Unknown,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-22.895,-67.566,5598,2,26,408,9770
343052,Guazapa,Stratovolcano,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.9,-89.12,1438,6492,94131,2488228,6800406
221124,Gufa,Volcanic field,Unknown,Eritrea-Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,12.55,42.53,600,1651,1651,6301,186649
263130,Guntur,Complex,1847,Indonesia,Indonesia,Java,-7.143,107.84,2249,4652,218012,3412038,24486191
284050,Hachijojima,Stratovolcano(es),1606,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.137,139.766,854,11275,13560,13564,14082
283250,Hachimantai,Stratovolcano,-5350,Japan,"Japan, Taiwan, Marianas",Honshu,39.958,140.854,1613,268,1261,89833,3131126
275001,Hainan Volcanic Field,Pyroclastic cone(s),1933,China,Philippines and SE Asia,Southeast Asia,19.905,110.229,196,1731229,1731229,1731229,6213231
283280,Hakkodasan,Stratovolcano(es),1550,Japan,"Japan, Taiwan, Marianas",Honshu,40.659,140.877,1585,225,730,476624,1921667
283020,Hakoneyama,Complex,2015,Japan,"Japan, Taiwan, Marianas",Honshu,35.233,139.021,1438,14140,53755,1543563,30282197
283050,Hakusan,Stratovolcano,1659,Japan,"Japan, Taiwan, Marianas",Honshu,36.155,136.771,2702,474,807,63965,5959200
332060,Haleakala,Shield,1750,United States,Hawaii and Pacific Ocean,Hawaiian Islands,20.708,-156.25,3055,26074,26074,65398,157582
306040,Halla,Shield,1007,South Korea,Kamchatka and Mainland Asia,Korea,33.361,126.53,1919,134,2653,482766,543082
221022,Hanish,Shield,Unknown,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,13.72,42.73,422,219,304,811,850223
252100,Hargy,Stratovolcano,950,Papua New Guinea,Melanesia and Australia,New Britain,-5.33,151.1,1148,84,5093,14613,85504
231001,Harrat Ash Shamah,Volcanic field,1850,Syria-Jordan-Saudi Arabia,Middle East and Indian Ocean,Middle East (western),32.333,37.583,1100,276996,276996,276996,276996
283122,Harunasan,Stratovolcano,550,Japan,"Japan, Taiwan, Marianas",Honshu,36.477,138.851,1449,1135,36116,1185012,14076385
213002,Hasan Dagi,Stratovolcano,Unknown,Turkey,Mediterranean and Western Asia,Turkey,38.13,34.17,3253,235,4979,174584,1362673
275040,Haut Dong Nai,Volcanic field,Unknown,Vietnam,Philippines and SE Asia,Southeast Asia,11.6,108.2,1000,136278,136278,344723,2975160
231110,"Haylan, Jabal",Volcanic field,-1200,Yemen,Middle East and Indian Ocean,Middle East (southern),15.4,45.1,1550,225754,225754,225754,4164209
241140,Healy,Submarine,1360,New Zealand,New Zealand to Fiji,New Zealand,-35.004,178.973,-980,0,0,0,0
234010,Heard,Stratovolcano,2020,Australia,Middle East and Indian Ocean,Indian Ocean (southern),-53.106,73.513,2745,0,0,0,0
372070,Hekla,Stratovolcano,2000,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.983,-19.666,1490,0,0,298,22845
370020,Helgrindur,Pyroclastic cone(s),Unknown,Iceland,Iceland and Arctic Ocean,Iceland (western),64.866,-23.283,986,753,753,2312,20018
324040,Hell's Half Acre,Shield,-3250,United States,Canada and Western USA,USA (Idaho),43.5,-112.45,1631,0,305,12646,295506
371050,Hengill,Crater rows,150,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.416,803,5722,5722,124106,204855
383020,Hierro,Shield,2012,Spain,Atlantic Ocean,Canary Islands,27.73,-18.03,1500,20321,20321,20321,43696
283131,Hiuchigatake,Stratovolcano,1544,Japan,"Japan, Taiwan, Marianas",Honshu,36.955,139.285,2356,179,720,18567,7523509
390110,Hodson,Stratovolcano,Unknown,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-56.712,-27.176,835,0,0,0,0
371090,Hofsjokull,Subglacial,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.833,-18.766,1765,0,0,0,3436
285020,Hokkaido-Komagatake,Stratovolcano,2000,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.063,140.677,1131,173,23091,234213,962081
222070,Homa Mountain,Complex,Unknown,Kenya,Africa and Red Sea,Africa (eastern),-0.38,34.5,1751,16124,60670,628701,10069120
322010,Hood,Stratovolcano,1866,United States,Canada and Western USA,USA (Oregon),45.374,-121.695,3426,0,850,9721,2067520
320080,Hoodoo Mountain,Subglacial,-7050,Canada,Canada and Western USA,Canada,56.78,-131.28,1850,0,0,0,2330
371051,Hromundartindur,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.083,-21.333,550,5738,5738,26028,201964
332040,Hualalai,Shield,1801,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.692,-155.87,2523,35906,35906,46959,166240
354005,Huambo,Volcanic field,-700,Peru,South America,Peru,-15.83,-72.13,4550,301,1157,7271,1028814
357123,Huanquihue Group,Stratovolcano(es),1750,Argentina,South America,Central Chile and Argentina,-39.887,-71.58,2189,22,108,3515,190322
354030,Huaynaputina,Stratovolcano,1600,Peru,South America,Peru,-16.608,-70.85,4850,36,210,9153,1088509
390028,Hudson Mountains,Stratovolcano(es),-210,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-74.33,-99.42,749,0,0,0,0
358057,"Hudson, Cerro",Stratovolcano,2011,Chile,South America,Southern Chile and Argentina,-45.9,-72.97,1905,0,12,28,81642
358030,Huequi,Lava dome(s),1920,Chile,South America,Southern Chile and Argentina,-42.377,-72.578,1318,0,7,1076,107960
261280,Hulubelu,Caldera,Unknown,Indonesia,Indonesia,Sumatra,-5.334,104.59,849,56894,56894,99405,4261988
261200,Hululais,Compound,Unknown,Indonesia,Indonesia,Sumatra,-3.247,102.239,2122,9,21,45038,1566370
341093,"Humeros, Los",Caldera(s),-4470,Mexico,México and Central America,Mexico,19.68,-97.45,3150,7461,27331,566898,5710131
253050,Iamalele,Lava dome(s),Unknown,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.52,150.53,200,382,766,8026,113875
268030,Ibu,Stratovolcano,2020,Indonesia,Indonesia,Halmahera,1.488,127.63,1325,1560,14549,64581,637988
300710,Iettunup,Shield(s),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.4,161.08,1340,0,0,2,2905
222161,Igwisi Hills,Pyroclastic cone(s),-10450,Tanzania,Africa and Red Sea,Africa (eastern),-4.889,31.933,1146,37034,37034,105827,774440
263350,Ijen,Stratovolcano(es),1999,Indonesia,Indonesia,Java,-8.058,114.242,2769,1098,5504,664199,6846855
300670,Iktunup,Shield(s),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.08,160.77,2300,0,0,16,1965
313020,Iliamna,Stratovolcano,1876,United States,Alaska,Alaska (southwestern),60.032,-153.09,3053,0,0,1,7564
264220,Iliboleng,Stratovolcano,1993,Indonesia,Indonesia,Lesser Sunda Islands,-8.342,123.258,1659,30359,87503,260688,757701
264240,Ililabalekan,Stratovolcano,Unknown,Indonesia,Indonesia,Lesser Sunda Islands,-8.55,123.38,1018,7747,14260,123287,756090
264170,Ilimuda,Stratovolcano,Unknown,Indonesia,Indonesia,Lesser Sunda Islands,-8.479,122.761,881,32343,72197,263803,903546
264250,Iliwerung,Complex,2013,Indonesia,Indonesia,Lesser Sunda Islands,-8.53,123.57,1018,968,4318,79569,665081
352041,Illiniza,Stratovolcano,Unknown,Ecuador,South America,Ecuador,-0.659,-78.714,5248,535,6034,158371,3941221
343060,Ilopango,Caldera,1880,El Salvador,México and Central America,El Salvador and Honduras,13.672,-89.053,450,2049583,2049583,2948989,6689160
352004,Imbabura,Compound,-5550,Ecuador,South America,Ecuador,0.258,-78.183,4609,538,96294,477043,3245887
314060,Imuruk Lake,Shield(s),300,United States,Alaska,Alaska (western),65.517,-163.45,610,0,0,0,0
321070,Indian Heaven,Shield(s),-6250,United States,Canada and Western USA,USA (Washington),45.93,-121.82,1806,687,687,6911,2019828
357041,Infiernillo,Volcanic field,-6890,Argentina,South America,Central Chile and Argentina,-35.123,-69.9,3007,270,270,1374,40368
264090,Inielika,Complex,2001,Indonesia,Indonesia,Lesser Sunda Islands,-8.73,120.98,1559,4601,27281,162299,818815
264080,Inierie,Stratovolcano,-8050,Indonesia,Indonesia,Lesser Sunda Islands,-8.875,120.95,2245,1073,7501,101938,809293
284120,Ioto,Caldera,2012,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.751,141.289,169,1179,1179,1189,1370
282020,Io-Torishima,Complex,1968,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,27.881,128.223,212,0,0,0,52818
342190,Ipala,Stratovolcano,Unknown,Guatemala,México and Central America,Guatemala,14.55,-89.63,1650,3381,25003,332154,6136659
345060,Irazu,Stratovolcano,1994,Costa Rica,México and Central America,Costa Rica,9.979,-83.852,3432,1978,25442,1667528,3432860
341023,"Isabel, Isla",Tuff cone(s),Unknown,Mexico,México and Central America,Mexico,21.848,-105.886,95,0,0,0,0
273042,Isarog,Stratovolcano,-3500,Philippines,Philippines and SE Asia,Luzon,13.658,123.38,1966,146,27806,1208269,4291363
211030,Ischia,Complex,1302,Italy,Mediterranean and Western Asia,Italy,40.73,13.897,789,18669,20210,383661,5729354
320090,Iskut-Unuk River Cones,Pyroclastic cone(s),1800,Canada,Canada and Western USA,Canada,56.58,-130.55,1880,0,0,0,663
233014,Itasy Volcanic Field,Pyroclastic cone(s),-6050,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-19.033,46.7,1800,129121,129121,249291,4168513
231050,"Ithnayn, Harrat",Volcanic field,Unknown,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),26.58,40.2,1625,3112,3112,3112,19734
283270,Iwakisan,Stratovolcano,1863,Japan,"Japan, Taiwan, Marianas",Honshu,40.656,140.303,1625,918,13229,465065,1617801
283240,Iwatesan,Complex,1919,Japan,"Japan, Taiwan, Marianas",Honshu,39.853,141.001,2038,439,18462,415920,2976795
342180,Ixtepeque,Lava dome(s),Unknown,Guatemala,México and Central America,Guatemala,14.42,-89.68,1292,131906,131906,374232,8263727
264110,Iya,Stratovolcano,1969,Indonesia,Indonesia,Lesser Sunda Islands,-8.891,121.641,618,10837,46835,62974,535387
263330,Iyang-Argapura,Complex,Unknown,Indonesia,Indonesia,Java,-7.97,113.57,3088,372,11959,1601344,10538031
341082,Iztaccihuatl,Stratovolcano,Unknown,Mexico,México and Central America,Mexico,19.179,-98.642,5230,98,1343,1036172,27276280
284010,Izu-Oshima,Stratovolcano,1990,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,2381,8037,8375,11837468
283010,Izu-Tobu,Pyroclastic cone(s),1989,Japan,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,5886,61727,447660,17928355
284090,Izu-Torishima,Stratovolcano,2002,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,21,21,21,21
268051,Jailolo,Stratovolcano,Unknown,Indonesia,Indonesia,Halmahera,1.08,127.439,993,7459,21868,79855,633186
390829,James Ross Island,Shield,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-64.15,-57.75,1630,0,0,0,0
376010,Jan Mayen,Stratovolcano,1985,Norway,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.082,-8.155,2197,0,0,0,0
355036,Jatun Mundo Quri Warani,Lava dome(s),Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-19.78,-66.48,5438,73,341,6186,314777
355035,"Jayu Khota, Laguna",Maar(s),Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-19.463,-67.432,3650,176,856,6757,70825
322020,Jefferson,Stratovolcano,950,United States,Canada and Western USA,USA (Oregon),44.674,-121.8,3199,0,0,823,556054
305040,Jingbo,Volcanic field,-520,China,Kamchatka and Mainland Asia,China (eastern),44.08,128.83,1000,35038,35038,149132,2372857
302060,Jom-Bolok,Volcanic field,-5180,Russia,Kamchatka and Mainland Asia,Russia (southeastern),52.713,99.021,2047,0,0,6,3578
322190,Jordan Craters,Volcanic field,-1250,United States,Canada and Western USA,USA (Oregon),43.147,-117.46,1473,0,0,28,232946
261220,Kaba,Stratovolcano,2000,Indonesia,Indonesia,Sumatra,-3.522,102.615,1940,278,15352,333750,2608259
284097,Kaikata Seamount,Submarine,Unknown,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.667,140.929,-165,0,0,0,0
241010,Kaikohe-Bay of Islands,Volcanic field,400,New Zealand,New Zealand to Fiji,New Zealand,-35.3,173.9,388,13786,13786,18679,133899
284100,Kaitoku Seamount,Submarine,1984,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.127,141.102,-95,0,0,0,160
311110,Kanaga,Stratovolcano,2012,United States,Alaska,Aleutian Islands,51.923,-177.168,1307,0,0,0,0
272020,Kanlaon,Stratovolcano,2017,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,1662,40276,923257,9345000
263020,Karang,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-6.268,106.05,1768,1006,73942,1753655,23398992
213001,Karapinar Field,Pyroclastic cone(s),Unknown,Turkey,Mediterranean and Western Asia,Turkey,37.667,33.6,1302,46013,46013,73698,1220961
223040,Karisimbi,Stratovolcano,-8050,DR Congo-Rwanda,Africa and Red Sea,Africa (central),-1.506,29.45,4490,9657,85615,1198124,10835260
251030,Karkar,Stratovolcano,2014,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-4.649,145.964,1839,5,4159,20127,189841
233010,Karthala,Shield,2007,Comoros,Middle East and Indian Ocean,Indian Ocean (western),-11.75,43.38,2361,225379,225379,278330,399067
300130,Karymsky,Stratovolcano,2019,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.049,159.443,1513,0,0,291,10848
372030,Katla,Subglacial,1918,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.083,1490,0,0,473,11326
